1	0	0	1	6.6	-0.6	0.5	0	0.2	0	0.5	0	0	0.1	0.1	0.95	0	28	1	200
1	0	0	1	6.6	-0.6	0.5	0	0.2	0	0.5	0	0	0.1	0.1	0.95	0	28	201	400
1	0	0	1	6.6	-0.6	0.5	0	0.2	0	0.5	0	0	0.1	0.1	0.95	0	28	401	600
1	0	0	1	6.6	-0.6	0.5	0	0.2	0	0.5	0	0	0.1	0.1	0.95	0	28	601	800
1	0	0	1	6.6	-0.6	0.5	0	0.2	0	0.5	0	0	0.1	0.1	0.95	0	28	801	1000
1	0	0	1	6.6	-0.6	0.5	0	0.2	0	0.5	0	0	0.1	0.1	0.95	0	28	1001	1200
1	0	0	1	6.6	-0.6	0.5	0	0.2	0	0.5	0	0	0.1	0.1	0.95	0	28	1201	1400
1	0	0	1	6.6	-0.6	0.5	0	0.2	0	0.5	0	0	0.1	0.1	0.95	0	28	1401	1600
1	0	0	1	6.6	-0.6	0.5	0	0.2	0	0.5	0	0	0.1	0.1	0.95	0	28	1601	1800
1	0	0	1	6.6	-0.6	0.5	0	0.2	0	0.5	0	0	0.1	0.1	0.95	0	28	1801	2000
1	7	1.3863	2	6.6	-0.6	0.5	0	0.2	0	0.5	0	0	0.1	0.1	0.95	0	28	1	200
1	7	1.3863	2	6.6	-0.6	0.5	0	0.2	0	0.5	0	0	0.1	0.1	0.95	0	28	201	400
1	7	1.3863	2	6.6	-0.6	0.5	0	0.2	0	0.5	0	0	0.1	0.1	0.95	0	28	401	600
1	7	1.3863	2	6.6	-0.6	0.5	0	0.2	0	0.5	0	0	0.1	0.1	0.95	0	28	601	800
1	7	1.3863	2	6.6	-0.6	0.5	0	0.2	0	0.5	0	0	0.1	0.1	0.95	0	28	801	1000
1	7	1.3863	2	6.6	-0.6	0.5	0	0.2	0	0.5	0	0	0.1	0.1	0.95	0	28	1001	1200
1	7	1.3863	2	6.6	-0.6	0.5	0	0.2	0	0.5	0	0	0.1	0.1	0.95	0	28	1201	1400
1	7	1.3863	2	6.6	-0.6	0.5	0	0.2	0	0.5	0	0	0.1	0.1	0.95	0	28	1401	1600
1	7	1.3863	2	6.6	-0.6	0.5	0	0.2	0	0.5	0	0	0.1	0.1	0.95	0	28	1601	1800
1	7	1.3863	2	6.6	-0.6	0.5	0	0.2	0	0.5	0	0	0.1	0.1	0.95	0	28	1801	2000
1	12	1.3863	2	6.6	-0.6	0.5	0	0.2	0	0.5	0	0	0.1	0.1	0.95	0	28	1	200
1	12	1.3863	2	6.6	-0.6	0.5	0	0.2	0	0.5	0	0	0.1	0.1	0.95	0	28	201	400
1	12	1.3863	2	6.6	-0.6	0.5	0	0.2	0	0.5	0	0	0.1	0.1	0.95	0	28	401	600
1	12	1.3863	2	6.6	-0.6	0.5	0	0.2	0	0.5	0	0	0.1	0.1	0.95	0	28	601	800
1	12	1.3863	2	6.6	-0.6	0.5	0	0.2	0	0.5	0	0	0.1	0.1	0.95	0	28	801	1000
1	12	1.3863	2	6.6	-0.6	0.5	0	0.2	0	0.5	0	0	0.1	0.1	0.95	0	28	1001	1200
1	12	1.3863	2	6.6	-0.6	0.5	0	0.2	0	0.5	0	0	0.1	0.1	0.95	0	28	1201	1400
1	12	1.3863	2	6.6	-0.6	0.5	0	0.2	0	0.5	0	0	0.1	0.1	0.95	0	28	1401	1600
1	12	1.3863	2	6.6	-0.6	0.5	0	0.2	0	0.5	0	0	0.1	0.1	0.95	0	28	1601	1800
1	12	1.3863	2	6.6	-0.6	0.5	0	0.2	0	0.5	0	0	0.1	0.1	0.95	0	28	1801	2000
1	12	1	7	6.6	-0.6	0.5	0	0.2	0	0.5	0	0	0.1	0.1	0.95	0	28	1	200
1	12	1	7	6.6	-0.6	0.5	0	0.2	0	0.5	0	0	0.1	0.1	0.95	0	28	201	400
1	12	1	7	6.6	-0.6	0.5	0	0.2	0	0.5	0	0	0.1	0.1	0.95	0	28	401	600
1	12	1	7	6.6	-0.6	0.5	0	0.2	0	0.5	0	0	0.1	0.1	0.95	0	28	601	800
1	12	1	7	6.6	-0.6	0.5	0	0.2	0	0.5	0	0	0.1	0.1	0.95	0	28	801	1000
1	12	1	7	6.6	-0.6	0.5	0	0.2	0	0.5	0	0	0.1	0.1	0.95	0	28	1001	1200
1	12	1	7	6.6	-0.6	0.5	0	0.2	0	0.5	0	0	0.1	0.1	0.95	0	28	1201	1400
1	12	1	7	6.6	-0.6	0.5	0	0.2	0	0.5	0	0	0.1	0.1	0.95	0	28	1401	1600
1	12	1	7	6.6	-0.6	0.5	0	0.2	0	0.5	0	0	0.1	0.1	0.95	0	28	1601	1800
1	12	1	7	6.6	-0.6	0.5	0	0.2	0	0.5	0	0	0.1	0.1	0.95	0	28	1801	2000
1	7	1.3863	2	6.6	-0.6	0.5	0	0.2	0	0.5	0	0	0.1	0.1	0.95	1	28	1	200
1	7	1.3863	2	6.6	-0.6	0.5	0	0.2	0	0.5	0	0	0.1	0.1	0.95	1	28	201	400
1	7	1.3863	2	6.6	-0.6	0.5	0	0.2	0	0.5	0	0	0.1	0.1	0.95	1	28	401	600
1	7	1.3863	2	6.6	-0.6	0.5	0	0.2	0	0.5	0	0	0.1	0.1	0.95	1	28	601	800
1	7	1.3863	2	6.6	-0.6	0.5	0	0.2	0	0.5	0	0	0.1	0.1	0.95	1	28	801	1000
1	7	1.3863	2	6.6	-0.6	0.5	0	0.2	0	0.5	0	0	0.1	0.1	0.95	1	28	1001	1200
1	7	1.3863	2	6.6	-0.6	0.5	0	0.2	0	0.5	0	0	0.1	0.1	0.95	1	28	1201	1400
1	7	1.3863	2	6.6	-0.6	0.5	0	0.2	0	0.5	0	0	0.1	0.1	0.95	1	28	1401	1600
1	7	1.3863	2	6.6	-0.6	0.5	0	0.2	0	0.5	0	0	0.1	0.1	0.95	1	28	1601	1800
1	7	1.3863	2	6.6	-0.6	0.5	0	0.2	0	0.5	0	0	0.1	0.1	0.95	1	28	1801	2000
1	7	1.3863	2	6.6	-0.6	0.5	0	0.2	0	0.5	0	0	0.1	0.1	0.95	2	28	1	200
1	7	1.3863	2	6.6	-0.6	0.5	0	0.2	0	0.5	0	0	0.1	0.1	0.95	2	28	201	400
1	7	1.3863	2	6.6	-0.6	0.5	0	0.2	0	0.5	0	0	0.1	0.1	0.95	2	28	401	600
