7	1.3863	2	1	0	1	200
7	1.3863	2	1	0	201	400
7	1.3863	2	1	0	401	600
7	1.3863	2	1	0	601	800
7	1.3863	2	1	0	801	1000
7	1.3863	2	1	0	1001	1200
7	1.3863	2	1	0	1201	1400
7	1.3863	2	1	0	1401	1600
7	1.3863	2	1	0	1601	1800
7	1.3863	2	1	0	1801	2000
7	1.3863	2	2	0	1	200
7	1.3863	2	2	0	201	400
7	1.3863	2	2	0	401	600
7	1.3863	2	2	0	601	800
7	1.3863	2	2	0	801	1000
7	1.3863	2	2	0	1001	1200
7	1.3863	2	2	0	1201	1400
7	1.3863	2	2	0	1401	1600
7	1.3863	2	2	0	1601	1800
7	1.3863	2	2	0	1801	2000
7	1.3863	2	3	0	1	200
7	1.3863	2	3	0	201	400
7	1.3863	2	3	0	401	600
7	1.3863	2	3	0	601	800
7	1.3863	2	3	0	801	1000
7	1.3863	2	3	0	1001	1200
7	1.3863	2	3	0	1201	1400
7	1.3863	2	3	0	1401	1600
7	1.3863	2	3	0	1601	1800
7	1.3863	2	3	0	1801	2000
7	1.3863	2	5	0	1	200
7	1.3863	2	5	0	201	400
7	1.3863	2	5	0	401	600
7	1.3863	2	5	0	601	800
7	1.3863	2	5	0	801	1000
7	1.3863	2	5	0	1001	1200
7	1.3863	2	5	0	1201	1400
7	1.3863	2	5	0	1401	1600
7	1.3863	2	5	0	1601	1800
7	1.3863	2	5	0	1801	2000
7	1.3863	2	7	0	1	200
7	1.3863	2	7	0	201	400
7	1.3863	2	7	0	401	600
7	1.3863	2	7	0	601	800
7	1.3863	2	7	0	801	1000
7	1.3863	2	7	0	1001	1200
7	1.3863	2	7	0	1201	1400
7	1.3863	2	7	0	1401	1600
7	1.3863	2	7	0	1601	1800
7	1.3863	2	7	0	1801	2000
7	1.3863	2	10	0	1	200
7	1.3863	2	10	0	201	400
7	1.3863	2	10	0	401	600
7	1.3863	2	10	0	601	800
7	1.3863	2	10	0	801	1000
7	1.3863	2	10	0	1001	1200
7	1.3863	2	10	0	1201	1400
7	1.3863	2	10	0	1401	1600
7	1.3863	2	10	0	1601	1800
7	1.3863	2	10	0	1801	2000
7	1.3863	2	14	0	1	200
7	1.3863	2	14	0	201	400
7	1.3863	2	14	0	401	600
7	1.3863	2	14	0	601	800
7	1.3863	2	14	0	801	1000
7	1.3863	2	14	0	1001	1200
7	1.3863	2	14	0	1201	1400
7	1.3863	2	14	0	1401	1600
7	1.3863	2	14	0	1601	1800
7	1.3863	2	14	0	1801	2000
